Household_ID,State,Urban,Household_Size,Internet_Access,Online_Purchase,Online_Food,Online_Medicine,Online_Consumables,Online_Electronics,Sample_Weight
5302,Meghalaya,1,2,1,1,0,0,1,0,194.2153963850171
5303,Meghalaya,1,5,1,0,0,0,0,0,57.78840234813008
5304,Meghalaya,0,4,0,0,0,0,0,0,128.5694560058418
5305,Meghalaya,1,1,1,0,0,0,0,0,68.5367143445583
5306,Meghalaya,1,2,0,0,0,0,0,0,199.46696260222066
5307,Meghalaya,0,6,1,1,1,0,0,1,69.52528168546083
5308,Meghalaya,0,3,0,0,0,0,0,0,152.09192181011974
5309,Meghalaya,0,5,1,1,0,0,0,0,64.10662692516581
5310,Meghalaya,0,5,0,0,0,0,0,0,75.29568615490997
5311,Meghalaya,0,7,1,1,0,1,0,1,147.9147094807816
5312,Meghalaya,1,2,0,0,0,0,0,0,101.06608492148902
5313,Meghalaya,1,4,0,0,0,0,0,0,145.9983837553612
5314,Meghalaya,1,5,1,0,0,0,0,0,126.73816434001711
5315,Meghalaya,0,6,0,0,0,0,0,0,126.09241574880835
5316,Meghalaya,0,6,1,1,0,0,1,1,85.16757616419356
5317,Meghalaya,1,2,1,0,0,0,0,0,145.5466761608584
5318,Meghalaya,1,5,1,1,1,0,0,0,71.71512541108427
5319,Meghalaya,0,3,0,0,0,0,0,0,89.62554224652773
5320,Meghalaya,1,1,1,1,1,0,0,0,172.21768009468494
5321,Meghalaya,0,3,0,0,0,0,0,0,68.02136575333927
5322,Meghalaya,0,4,0,0,0,0,0,0,69.13976102494071
5323,Meghalaya,0,2,1,1,0,0,0,0,145.46233780082207
5324,Meghalaya,0,4,0,0,0,0,0,0,110.20480824698978
5325,Meghalaya,1,6,1,0,0,0,0,0,163.6745956150716
5326,Meghalaya,0,3,1,0,0,0,0,0,52.725173139075046
5327,Meghalaya,1,4,1,1,0,0,1,0,148.71942072308184
5328,Meghalaya,1,3,1,0,0,0,0,0,126.3509977465613
5329,Meghalaya,0,6,1,1,1,1,0,0,81.62028543934784
5330,Meghalaya,1,1,0,0,0,0,0,0,137.81432426976187
5331,Meghalaya,1,3,1,0,0,0,0,0,163.26281953574522
5332,Meghalaya,0,4,0,0,0,0,0,0,83.95856051896006
5333,Meghalaya,0,2,1,1,0,0,1,1,137.46165406380425
5334,Meghalaya,0,7,0,0,0,0,0,0,80.07876163838537
5335,Meghalaya,1,1,1,1,0,0,1,0,128.28939329379534
5336,Meghalaya,0,6,1,1,1,0,0,0,81.2322822314416
5337,Meghalaya,0,8,0,0,0,0,0,0,138.2636524542786
5338,Meghalaya,1,1,1,1,0,1,0,1,52.22182001500866
5339,Meghalaya,1,2,1,1,0,1,1,1,184.6777750722293
5340,Meghalaya,0,5,1,1,1,0,1,0,127.42495492748886
5341,Meghalaya,0,3,0,1,0,1,1,0,174.74380336543075
5342,Meghalaya,1,3,1,1,0,1,0,0,177.5501299208425
5343,Meghalaya,1,3,0,0,0,0,0,0,67.54405727692225
5344,Meghalaya,0,7,0,0,0,0,0,0,124.37655817828359
5345,Meghalaya,1,1,1,1,0,0,0,0,107.98089382075216
5346,Meghalaya,1,6,1,1,0,1,0,0,84.90053155366934
5347,Meghalaya,1,7,1,1,1,0,0,0,187.27559434181944
5348,Meghalaya,0,1,0,0,0,0,0,0,78.1329030808481
5349,Meghalaya,0,4,0,1,0,1,1,0,109.33849113091992
5350,Meghalaya,0,7,0,0,0,0,0,0,75.93630684767675
5351,Meghalaya,1,3,1,1,0,1,0,0,81.0247371597718
5352,Meghalaya,0,5,0,0,0,0,0,0,186.43913257645076
5353,Meghalaya,0,4,1,1,1,0,1,0,75.58540353278966
5354,Meghalaya,1,6,1,0,0,0,0,0,187.8757851044453
5355,Meghalaya,0,6,0,0,0,0,0,0,83.06346621424888
5356,Meghalaya,0,8,0,0,0,0,0,0,136.02066016474967
5357,Meghalaya,0,3,0,0,0,0,0,0,141.85248637220784
5358,Meghalaya,1,2,1,1,1,1,0,0,196.2229602666742
5359,Meghalaya,0,6,0,0,0,0,0,0,80.64869921555415
5360,Meghalaya,0,4,0,0,0,0,0,0,66.27757808208622
5361,Meghalaya,1,5,1,1,0,0,1,1,90.85511490804191
5362,Meghalaya,0,5,1,0,0,0,0,0,66.37702683262228
5363,Meghalaya,1,7,1,0,0,0,0,0,155.59026131061432
5364,Meghalaya,1,3,1,0,0,0,0,0,113.16568896157531
5365,Meghalaya,1,1,1,1,1,0,1,1,154.92355618957646
5366,Meghalaya,0,2,1,1,1,0,0,0,125.85007449112716
5367,Meghalaya,0,4,0,0,0,0,0,0,168.59879918173982
5368,Meghalaya,1,3,0,0,0,0,0,0,134.7376632474812
5369,Meghalaya,0,5,0,0,0,0,0,0,89.11736658001367
5370,Meghalaya,0,4,0,1,1,1,0,0,56.20457012289607
5371,Meghalaya,1,2,1,1,0,0,0,0,117.00527569163003
5372,Meghalaya,0,3,0,0,0,0,0,0,131.91182484719667
5373,Meghalaya,0,3,0,0,0,0,0,0,51.056533027821125
5374,Meghalaya,0,5,1,1,0,0,1,0,103.8911617964093
5375,Meghalaya,0,5,0,0,0,0,0,0,54.19966142309403
5376,Meghalaya,1,3,1,1,0,1,0,0,144.47404463723728
5377,Meghalaya,1,2,0,0,0,0,0,0,168.37845333059607
5378,Meghalaya,0,4,0,0,0,0,0,0,65.10643702842202
5379,Meghalaya,1,2,1,1,1,1,0,0,187.92384177730997
5380,Meghalaya,1,4,1,0,0,0,0,0,105.73278005654788
5381,Meghalaya,1,2,1,1,0,1,1,1,65.13904625427269
5382,Meghalaya,0,6,1,1,0,1,0,0,126.28362333595291
5383,Meghalaya,1,2,0,1,1,0,0,0,84.87256275992789
5384,Meghalaya,0,3,1,0,0,0,0,0,73.13987529449196
5385,Meghalaya,1,2,1,1,0,0,0,0,90.72897763716486
5386,Meghalaya,1,4,1,1,1,0,1,0,121.01400131246916
5387,Meghalaya,0,4,0,1,1,0,1,1,131.53054436633323
5388,Meghalaya,1,3,1,1,0,0,0,0,165.02881329803438
5389,Meghalaya,0,3,1,1,1,1,1,0,131.88806770887066
5390,Meghalaya,1,4,1,1,1,1,0,0,115.02854714011815
5391,Meghalaya,1,4,1,1,1,0,0,0,197.24234483751232
5392,Meghalaya,1,2,1,1,1,0,1,1,192.9759225536373
5393,Meghalaya,1,1,1,0,0,0,0,0,157.22721117901102
5394,Meghalaya,1,2,1,1,0,0,1,0,97.92133188458527
5395,Meghalaya,1,2,1,1,1,1,0,0,87.22593797125617
5396,Meghalaya,0,5,0,0,0,0,0,0,171.84512752236043
5397,Meghalaya,0,2,0,0,0,0,0,0,140.37043579210783
5398,Meghalaya,0,4,1,0,0,0,0,0,92.712662048519
5399,Meghalaya,0,3,1,0,0,0,0,0,114.43600265568709
5400,Meghalaya,0,6,1,0,0,0,0,0,166.63818400597046
5401,Meghalaya,0,4,1,1,1,1,0,1,195.11811810759153
5402,Meghalaya,0,3,1,0,0,0,0,0,160.15385674547497
5403,Meghalaya,0,3,1,0,0,0,0,0,88.79735519191628
5404,Meghalaya,0,2,0,0,0,0,0,0,154.33795220624052
5405,Meghalaya,0,7,1,1,1,0,0,0,69.71868381744646
5406,Meghalaya,0,4,1,0,0,0,0,0,59.191405975016714
5407,Meghalaya,0,6,0,0,0,0,0,0,92.36835182873233
5408,Meghalaya,0,2,1,1,0,1,1,0,82.73177915290103
5409,Meghalaya,0,3,1,0,0,0,0,0,179.32927070489282
5410,Meghalaya,0,6,1,0,0,0,0,0,106.5558761864406
5411,Meghalaya,0,4,1,1,0,1,0,1,100.34372267687829
5412,Meghalaya,1,1,1,1,0,1,0,0,186.96047937586908
5413,Meghalaya,1,4,1,1,1,0,1,0,140.63128636904824
5414,Meghalaya,0,8,1,1,1,0,0,0,191.87170498371938
5415,Meghalaya,0,8,1,0,0,0,0,0,164.15299435938675
5416,Meghalaya,1,1,1,1,1,1,0,1,173.2762090788042
5417,Meghalaya,0,8,1,0,0,0,0,0,101.16539955827577
5418,Meghalaya,1,3,1,0,0,0,0,0,139.99382045828497
5419,Meghalaya,0,3,1,0,0,0,0,0,98.43529846800061
5420,Meghalaya,0,5,0,0,0,0,0,0,120.11637486239769
5421,Meghalaya,1,3,1,0,0,0,0,0,56.118927239092656
5422,Meghalaya,0,2,1,1,1,0,0,1,124.06875164015975
5423,Meghalaya,1,5,1,1,0,0,0,1,79.50002167215285
5424,Meghalaya,0,6,1,1,1,1,0,1,80.30691871938515
5425,Meghalaya,1,3,1,1,0,1,0,0,96.86912638237658
5426,Meghalaya,1,1,1,1,1,0,0,1,163.00445342969508
5427,Meghalaya,1,4,1,0,0,0,0,0,85.81616284733903
5428,Meghalaya,0,3,0,0,0,0,0,0,74.81266802040781
5429,Meghalaya,1,1,1,0,0,0,0,0,166.75966826175235
5430,Meghalaya,0,1,1,1,0,0,0,1,72.9253541573976
5431,Meghalaya,1,4,1,0,0,0,0,0,191.23271535347087
5432,Meghalaya,0,6,1,0,0,0,0,0,104.95356723355232
5433,Meghalaya,0,3,0,1,1,0,0,0,128.81872603468068
5434,Meghalaya,0,3,0,0,0,0,0,0,145.68761043671975
5435,Meghalaya,0,4,0,0,0,0,0,0,185.3870742374516
5436,Meghalaya,0,4,1,1,1,0,1,0,187.48885480465933
5437,Meghalaya,0,1,1,0,0,0,0,0,130.46678080273028
5438,Meghalaya,0,6,0,0,0,0,0,0,118.31498990757882
5439,Meghalaya,0,4,0,0,0,0,0,0,92.34668032380898
5440,Meghalaya,0,5,0,0,0,0,0,0,87.72487055843581
5441,Meghalaya,1,2,1,0,0,0,0,0,112.7918211934325
5442,Meghalaya,0,4,1,0,0,0,0,0,199.03177215863636
5443,Meghalaya,0,1,0,0,0,0,0,0,153.27935796034348
5444,Meghalaya,0,3,1,0,0,0,0,0,186.78888438797557
5445,Meghalaya,0,3,1,1,0,1,1,0,161.92839386964704
5446,Meghalaya,0,4,0,0,0,0,0,0,124.43572688254092
5447,Meghalaya,0,5,0,0,0,0,0,0,188.57830093264542
5448,Meghalaya,0,5,0,0,0,0,0,0,128.43264374730913
5449,Meghalaya,0,4,1,0,0,0,0,0,83.16791368479551
5450,Meghalaya,0,3,0,0,0,0,0,0,112.76007185183943
5451,Meghalaya,1,2,1,1,1,0,0,1,64.6152744652322
5452,Meghalaya,1,3,1,1,1,0,0,0,71.71086473910951
5453,Meghalaya,1,1,0,0,0,0,0,0,118.9257413511287
5454,Meghalaya,1,4,1,0,0,0,0,0,199.33733974332014
5455,Meghalaya,1,3,1,0,0,0,0,0,90.02594810503625
5456,Meghalaya,1,4,1,0,0,0,0,0,146.62389286900964
5457,Meghalaya,0,2,0,0,0,0,0,0,146.01078867307322
5458,Meghalaya,1,6,1,1,0,0,1,0,63.66760615492959
5459,Meghalaya,1,4,1,0,0,0,0,0,176.0538761448306
5460,Meghalaya,1,5,1,0,0,0,0,0,190.33441605632498
5461,Meghalaya,0,4,1,1,0,0,1,0,174.5580673465857
5462,Meghalaya,1,2,0,0,0,0,0,0,169.7642398451091
5463,Meghalaya,1,3,1,0,0,0,0,0,127.47108021510573
5464,Meghalaya,1,3,1,1,0,0,0,0,73.98455460376348
5465,Meghalaya,0,6,1,1,1,1,1,0,158.48649895426664
5466,Meghalaya,1,4,1,0,0,0,0,0,184.42500342273976
5467,Meghalaya,0,5,0,0,0,0,0,0,154.26126181323178
5468,Meghalaya,0,5,0,0,0,0,0,0,166.5740306911813
5469,Meghalaya,0,3,0,0,0,0,0,0,119.35794776640284
5470,Meghalaya,0,1,1,0,0,0,0,0,58.86502065154508
5471,Meghalaya,1,3,1,0,0,0,0,0,193.19070541704966
5472,Meghalaya,1,5,1,1,1,1,1,0,74.01523335526603
5473,Meghalaya,0,4,0,0,0,0,0,0,79.22160493548881
5474,Meghalaya,0,5,0,0,0,0,0,0,143.60270317332348
5475,Meghalaya,1,3,0,0,0,0,0,0,180.52129121141866
5476,Meghalaya,0,1,0,0,0,0,0,0,68.9869309868935
5477,Meghalaya,1,3,1,1,1,0,0,0,146.74783052605733
5478,Meghalaya,0,4,0,0,0,0,0,0,132.6719288835395
5479,Meghalaya,1,3,1,0,0,0,0,0,173.99280057656648
5480,Meghalaya,0,6,0,0,0,0,0,0,83.26607864832994
5481,Meghalaya,0,5,0,0,0,0,0,0,154.22136071574465
5482,Meghalaya,1,5,1,1,1,0,0,0,162.8772985189032
5483,Meghalaya,0,3,0,0,0,0,0,0,180.91912567925039
5484,Meghalaya,1,1,1,0,0,0,0,0,119.37195686528213
5485,Meghalaya,1,1,1,1,1,0,1,0,171.85372079602217
5486,Meghalaya,1,5,1,1,1,0,1,0,138.30068839836144
5487,Meghalaya,1,2,0,0,0,0,0,0,154.251483463267
5488,Meghalaya,0,2,1,1,1,1,0,0,151.51908650345842
5489,Meghalaya,0,2,1,1,1,1,0,0,193.1809588404977
5490,Meghalaya,1,5,0,0,0,0,0,0,66.50444362181813
5491,Meghalaya,0,5,0,0,0,0,0,0,109.27894999050932
5492,Meghalaya,1,7,1,1,0,1,1,0,104.64029223467334
5493,Meghalaya,1,1,1,1,1,0,0,1,136.61362205937212
5494,Meghalaya,1,2,1,1,0,0,0,0,78.95520876687756
5495,Meghalaya,1,4,1,0,0,0,0,0,88.4900335194854
5496,Meghalaya,1,5,1,0,0,0,0,0,66.00232911774643
5497,Meghalaya,1,1,1,0,0,0,0,0,181.0809728977199
5498,Meghalaya,0,6,0,0,0,0,0,0,76.03196016516729
5499,Meghalaya,0,3,0,0,0,0,0,0,69.38439538425928
5500,Meghalaya,1,2,1,1,1,1,0,1,197.0018563412848
5501,Meghalaya,0,5,0,0,0,0,0,0,85.82930925018879
5502,Meghalaya,0,5,0,0,0,0,0,0,52.697484433712596
5503,Meghalaya,1,2,0,0,0,0,0,0,109.14240710173492
5504,Meghalaya,0,6,0,0,0,0,0,0,90.63428353637795
5505,Meghalaya,1,3,1,1,0,1,0,0,148.9585908236153
5506,Meghalaya,1,1,0,1,1,0,1,0,199.82566418821023
5507,Meghalaya,0,4,0,0,0,0,0,0,162.416127018491
5508,Meghalaya,0,1,1,1,1,1,0,1,178.35447807409577
5509,Meghalaya,0,4,0,0,0,0,0,0,121.24271988124782
5510,Meghalaya,0,5,1,0,0,0,0,0,161.4094815141928
5511,Meghalaya,0,3,0,0,0,0,0,0,121.35651445801943
5512,Meghalaya,0,2,1,1,1,1,1,1,160.31330682271835
5513,Meghalaya,0,3,1,0,0,0,0,0,143.58858524986866
5514,Meghalaya,1,4,1,0,0,0,0,0,198.8951044981702
5515,Meghalaya,1,6,1,0,0,0,0,0,118.997568439856
5516,Meghalaya,0,2,0,0,0,0,0,0,120.82172770731789
5517,Meghalaya,1,2,1,0,0,0,0,0,113.2412910500733
5518,Meghalaya,0,3,0,0,0,0,0,0,148.32883219572852
5519,Meghalaya,0,6,1,0,0,0,0,0,59.96175724226024
5520,Meghalaya,1,2,1,1,1,0,1,0,99.47788651887042
5521,Meghalaya,1,8,1,0,0,0,0,0,108.57102107794842
5522,Meghalaya,1,1,0,1,0,0,1,0,69.93694877542795
5523,Meghalaya,1,5,1,0,0,0,0,0,76.50440133125973
5524,Meghalaya,1,3,1,0,0,0,0,0,125.15780003531951
5525,Meghalaya,0,2,1,1,0,0,1,1,152.79229043182477
5526,Meghalaya,0,5,1,0,0,0,0,0,163.60485809383118
5527,Meghalaya,1,3,1,1,0,0,0,1,159.1860954980973
5528,Meghalaya,1,2,1,1,1,0,1,0,188.11125339183
5529,Meghalaya,0,4,1,0,0,0,0,0,189.76958029280954
5530,Meghalaya,1,3,1,1,1,0,1,0,192.72312074926856
5531,Meghalaya,0,6,1,0,0,0,0,0,78.12967205390763
5532,Meghalaya,0,3,0,0,0,0,0,0,114.98471316425662
5533,Meghalaya,1,6,1,0,0,0,0,0,70.61712343981827
5534,Meghalaya,0,4,0,0,0,0,0,0,79.31718124649906
5535,Meghalaya,1,4,1,0,0,0,0,0,61.02054383063136
5536,Meghalaya,0,7,1,1,0,1,0,0,197.90999875098584
5537,Meghalaya,0,5,1,1,0,0,0,0,65.46104549772899
5538,Meghalaya,1,2,1,1,1,0,0,0,126.66678694766321
5539,Meghalaya,1,5,1,0,0,0,0,0,167.44997573272957
5540,Meghalaya,0,8,0,1,1,1,1,1,125.24255617793794
5541,Meghalaya,1,3,0,0,0,0,0,0,191.5933885477634
5542,Meghalaya,1,3,1,1,0,1,1,0,165.93920368104494
5543,Meghalaya,0,3,0,0,0,0,0,0,192.97694251888876
5544,Meghalaya,0,2,1,1,1,0,0,1,50.91521167857142
5545,Meghalaya,0,4,0,0,0,0,0,0,71.43098890372565
5546,Meghalaya,0,4,1,1,0,0,1,0,77.46832980991579
5547,Meghalaya,1,4,1,1,1,1,0,1,67.22677283095817
5548,Meghalaya,1,3,1,1,0,1,0,1,81.67873383358476
5549,Meghalaya,1,4,1,1,1,1,0,0,195.23819222199955
5550,Meghalaya,0,4,0,0,0,0,0,0,143.82101801249098
5551,Meghalaya,1,2,1,1,1,0,0,0,63.16335887554428
5552,Meghalaya,0,4,0,0,0,0,0,0,60.40584799092005
5553,Meghalaya,1,7,0,0,0,0,0,0,181.4407998117591
5554,Meghalaya,1,2,1,1,1,0,0,0,70.20045144187227
5555,Meghalaya,1,2,0,0,0,0,0,0,103.0191496511255
5556,Meghalaya,1,4,1,1,1,1,1,1,184.4835820074891
5557,Meghalaya,1,1,1,0,0,0,0,0,62.80763742797827
5558,Meghalaya,0,6,1,1,0,0,0,0,90.259318401851
5559,Meghalaya,0,2,0,0,0,0,0,0,74.2597905014822
5560,Meghalaya,1,2,1,0,0,0,0,0,129.78716368020906
5561,Meghalaya,0,3,1,1,1,0,0,0,127.81972817674551
5562,Meghalaya,1,1,1,1,1,1,0,0,63.31989527149936
5563,Meghalaya,0,5,1,0,0,0,0,0,79.9579275513176
5564,Meghalaya,0,6,0,0,0,0,0,0,109.87650532965498
5565,Meghalaya,1,1,1,1,1,0,0,1,149.00821116186154
5566,Meghalaya,0,2,0,0,0,0,0,0,150.158450476687
5567,Meghalaya,1,2,1,0,0,0,0,0,165.13752013142437
5568,Meghalaya,0,5,0,0,0,0,0,0,186.33271253016298
5569,Meghalaya,1,5,1,1,0,1,1,0,149.96991432349893
5570,Meghalaya,0,8,1,1,1,0,0,0,108.08780222685236
5571,Meghalaya,1,3,1,0,0,0,0,0,57.03539781469391
5572,Meghalaya,1,1,1,1,1,0,0,0,87.44765616991849
5573,Meghalaya,0,1,1,1,1,0,0,1,84.93737444014697
5574,Meghalaya,1,3,0,0,0,0,0,0,145.57551492019488
5575,Meghalaya,1,4,1,0,0,0,0,0,50.8759873600997
5576,Meghalaya,0,2,0,0,0,0,0,0,153.43977433878746
5577,Meghalaya,0,4,1,0,0,0,0,0,171.66611195205314
5578,Meghalaya,1,5,0,0,0,0,0,0,92.27078346708407
5579,Meghalaya,0,3,0,0,0,0,0,0,189.42359181346268
5580,Meghalaya,0,3,0,0,0,0,0,0,90.85864294232064
5581,Meghalaya,1,1,0,0,0,0,0,0,166.02408408094405
5582,Meghalaya,1,4,1,1,0,0,0,1,95.21828097479724
5583,Meghalaya,0,5,0,0,0,0,0,0,122.93307698113337
5584,Meghalaya,0,4,0,0,0,0,0,0,107.82382663135358
5585,Meghalaya,0,2,1,1,1,1,1,0,137.49522935823035
5586,Meghalaya,0,8,0,0,0,0,0,0,63.27863648686742
5587,Meghalaya,0,5,1,1,0,0,0,1,144.3586972486567
5588,Meghalaya,0,6,0,0,0,0,0,0,150.98889608701654
5589,Meghalaya,0,3,0,0,0,0,0,0,139.14774667208525
5590,Meghalaya,0,8,0,1,1,0,1,0,62.64762902848287
5591,Meghalaya,0,4,1,0,0,0,0,0,142.87568149959654
5592,Meghalaya,1,3,1,1,0,1,1,1,65.62682581392474
5593,Meghalaya,1,8,1,1,1,0,0,0,51.29539729082468
5594,Meghalaya,0,5,0,0,0,0,0,0,169.6166296191845
5595,Meghalaya,1,2,1,1,1,0,0,0,117.00024612160719
5596,Meghalaya,0,5,1,0,0,0,0,0,159.47642904769867
5597,Meghalaya,1,3,1,0,0,0,0,0,62.881647563470366
5598,Mizoram,1,4,1,0,0,0,0,0,105.66359606235929
5599,Mizoram,1,3,1,0,0,0,0,0,188.4283322146541
5600,Mizoram,1,4,1,1,1,1,0,1,175.4286096086828
5601,Mizoram,0,2,1,1,0,1,0,0,107.65975129240942
5602,Mizoram,1,8,1,1,1,1,0,0,173.8716699363662
5603,Mizoram,1,1,1,0,0,0,0,0,67.18046824399777
5604,Mizoram,0,2,0,0,0,0,0,0,144.319145483665
5605,Mizoram,0,2,1,1,1,0,0,1,177.8967593427027
5606,Mizoram,0,4,0,0,0,0,0,0,107.45261463309464
5607,Mizoram,1,6,1,0,0,0,0,0,69.24980758971338
5608,Mizoram,1,2,0,0,0,0,0,0,115.83068285042887
5609,Mizoram,1,4,1,1,1,0,0,0,54.983402492825974
5610,Mizoram,0,4,1,0,0,0,0,0,127.55783258794395
5611,Mizoram,1,4,1,0,0,0,0,0,153.36153921940888
5612,Mizoram,1,3,1,1,1,1,0,1,136.96127343928532
5613,Mizoram,0,5,1,1,0,0,0,0,151.69209437999206
5614,Mizoram,0,4,0,0,0,0,0,0,92.0282533611591
5615,Mizoram,0,6,1,0,0,0,0,0,115.1028505536876
5616,Mizoram,1,4,0,0,0,0,0,0,163.92189532695812
5617,Mizoram,1,5,1,0,0,0,0,0,199.656210200286
5618,Mizoram,1,3,1,0,0,0,0,0,167.09496269093205
5619,Mizoram,1,4,1,1,0,1,0,1,71.92462209439479
5620,Mizoram,1,1,1,0,0,0,0,0,126.64596869968067
5621,Mizoram,1,2,1,1,1,0,0,0,132.0160176492597
5622,Mizoram,1,5,1,1,0,1,1,0,83.58967940603198
5623,Mizoram,0,6,0,0,0,0,0,0,149.92285937411117
5624,Mizoram,0,5,0,0,0,0,0,0,57.5387560290523
5625,Mizoram,1,5,1,0,0,0,0,0,130.3492187438193
5626,Mizoram,0,5,0,0,0,0,0,0,186.2329890939627
5627,Mizoram,1,6,1,0,0,0,0,0,100.47964131735249
5628,Mizoram,0,6,0,0,0,0,0,0,74.58998641748462
5629,Mizoram,0,3,1,0,0,0,0,0,110.94196868171856
5630,Mizoram,0,3,1,0,0,0,0,0,190.4804313555996
5631,Mizoram,0,5,1,1,0,1,1,0,113.771209461203
5632,Mizoram,1,2,0,0,0,0,0,0,135.3739725876952
5633,Mizoram,0,6,0,0,0,0,0,0,71.43030902653356
5634,Mizoram,0,1,1,1,1,1,0,1,170.8837105341433
5635,Mizoram,0,3,1,0,0,0,0,0,161.0826531738429
5636,Mizoram,0,4,0,0,0,0,0,0,118.93286706631194
5637,Mizoram,0,5,0,0,0,0,0,0,100.2348999649926
5638,Mizoram,1,1,0,0,0,0,0,0,57.44191930215635
5639,Mizoram,0,4,0,0,0,0,0,0,97.05946231470006
5640,Mizoram,1,3,1,0,0,0,0,0,114.14969550694705
5641,Mizoram,1,3,1,0,0,0,0,0,129.10377471262223
5642,Mizoram,1,5,1,0,0,0,0,0,130.28194966759946
5643,Mizoram,1,6,1,1,1,1,0,0,66.47016679855956
5644,Mizoram,0,4,1,1,0,1,0,1,86.57885934411561
5645,Mizoram,0,5,1,0,0,0,0,0,81.65993531748255
5646,Mizoram,0,5,1,0,0,0,0,0,189.48613710979345
5647,Mizoram,0,4,1,0,0,0,0,0,186.95888208254627
5648,Mizoram,0,5,1,0,0,0,0,0,56.10437826515983
5649,Mizoram,0,3,0,0,0,0,0,0,163.86176196080265
5650,Mizoram,0,3,1,0,0,0,0,0,81.1337253173733
5651,Mizoram,0,7,0,0,0,0,0,0,145.63725066707065
5652,Mizoram,0,3,1,0,0,0,0,0,63.56625315936046
5653,Mizoram,0,4,1,1,0,0,0,1,61.17547464155348
5654,Mizoram,1,1,1,1,1,1,1,0,130.4203208592784
5655,Mizoram,1,4,1,1,0,1,1,0,78.06362235944042
5656,Mizoram,1,5,1,1,0,1,1,1,160.6746026384105
5657,Mizoram,1,4,1,0,0,0,0,0,97.73310865603372
5658,Mizoram,1,5,1,0,0,0,0,0,54.96257656693132
5659,Mizoram,0,3,0,0,0,0,0,0,67.56743862092648
5660,Mizoram,1,4,1,0,0,0,0,0,96.79602963247248
5661,Mizoram,1,1,1,1,1,1,0,0,79.80415697404871
5662,Mizoram,1,2,1,1,0,1,1,1,51.95028497195619
5663,Mizoram,0,4,0,0,0,0,0,0,180.90465351613494
5664,Mizoram,0,4,0,0,0,0,0,0,57.422081155708796
5665,Mizoram,1,1,1,1,0,0,0,0,169.425169577252
5666,Mizoram,1,6,1,0,0,0,0,0,102.85350257362873
5667,Mizoram,0,3,0,0,0,0,0,0,165.07760022523922
5668,Mizoram,0,4,0,0,0,0,0,0,58.204350916276276
5669,Mizoram,0,2,1,1,1,0,1,0,87.39186072508275
5670,Mizoram,1,2,1,1,1,0,0,0,149.10113777679854
5671,Mizoram,0,4,1,1,0,0,1,0,198.64475954638144
5672,Mizoram,1,3,1,1,1,1,0,1,188.92156454614414
5673,Mizoram,1,3,1,1,0,1,0,0,149.76068880310572
5674,Mizoram,1,4,1,0,0,0,0,0,169.89309143699683
5675,Mizoram,0,7,1,0,0,0,0,0,157.52285675161195
5676,Mizoram,1,3,1,0,0,0,0,0,113.59240984137202
5677,Mizoram,1,2,0,0,0,0,0,0,194.36075510798403
5678,Mizoram,1,3,1,0,0,0,0,0,65.65275129980209
5679,Mizoram,1,5,1,0,0,0,0,0,187.11613861624295
5680,Mizoram,0,5,0,0,0,0,0,0,51.93793019499393
5681,Mizoram,0,3,0,0,0,0,0,0,198.08718198481733
5682,Mizoram,1,4,1,0,0,0,0,0,89.89905623178669
5683,Mizoram,1,3,1,1,0,1,0,1,50.28680174854351
5684,Mizoram,0,4,0,0,0,0,0,0,171.84175499962538
5685,Mizoram,1,5,1,1,1,0,0,0,174.66466242793481
5686,Mizoram,1,6,1,0,0,0,0,0,184.7005835458326
5687,Mizoram,1,4,1,1,1,0,1,1,60.62831606437334
5688,Mizoram,0,1,0,0,0,0,0,0,98.44140514032452
5689,Mizoram,1,4,0,0,0,0,0,0,199.50196087306645
5690,Mizoram,1,3,1,0,0,0,0,0,130.44699643421518
5691,Mizoram,0,8,0,0,0,0,0,0,100.76683304936788
5692,Mizoram,1,2,1,1,0,0,0,0,107.47121314326523
5693,Mizoram,0,2,0,0,0,0,0,0,80.72778292463491
5694,Mizoram,1,3,1,0,0,0,0,0,148.54256364845327
5695,Mizoram,0,2,0,0,0,0,0,0,94.21440921641228
5696,Mizoram,1,4,1,1,1,0,0,0,72.35040434386468
5697,Mizoram,1,2,1,1,0,0,0,0,62.60221290238654
5698,Mizoram,1,5,1,1,0,1,0,0,72.50293195240957
5699,Mizoram,1,3,1,1,1,1,1,0,160.829742136514
5700,Mizoram,0,2,0,0,0,0,0,0,121.29643700767177
5701,Mizoram,1,5,1,1,0,0,1,0,56.33691643817199
5702,Mizoram,1,5,0,0,0,0,0,0,53.21377232522912
5703,Mizoram,1,2,1,1,1,1,0,1,58.210246856530794
5704,Mizoram,0,3,0,0,0,0,0,0,194.94613466378456
5705,Mizoram,1,3,1,0,0,0,0,0,158.38113299986586
5706,Mizoram,1,3,1,0,0,0,0,0,135.772149739601
5707,Mizoram,1,4,1,0,0,0,0,0,192.16737623312932
5708,Mizoram,0,6,1,0,0,0,0,0,90.89827460463891
5709,Mizoram,0,4,0,0,0,0,0,0,169.5917761879
5710,Mizoram,1,1,1,1,1,1,0,1,83.1334579213548
5711,Mizoram,0,4,1,1,0,0,0,0,119.7183443792406
5712,Mizoram,1,1,1,1,1,0,0,0,82.80196992475396
5713,Mizoram,1,4,1,0,0,0,0,0,73.56420092221836
5714,Mizoram,1,6,1,1,0,1,0,0,194.87221020564513
